nfile,label,reliability,mfcc_3_mean,spectral_bandwidth_mean,mfcc_13_mean,rms_std,mfcc_1_std,mel_very_low_std,mfcc_9_std,low_freq_energy,spectral_flux_std,mfcc_13_std,mel_very_low_mean,mfcc_6_std,mfcc_18_mean,mfcc_31_mean,mfcc_5_mean,mfcc_12_std,mfcc_33_mean,mfcc_4_std,mfcc_17_std,mfcc_18_std,mfcc_2_std,spectral_bandwidth_std,mfcc_14_mean,mfcc_8_std,mfcc_5_std,mfcc_21_mean,mfcc_2_mean,mfcc_11_std,high_freq_energy,mfcc_32_mean,mfcc_15_std,mfcc_36_mean,mfcc_7_std,mfcc_10_std,mfcc_35_mean,mfcc_19_mean,spectral_flux_mean,mfcc_14_std,very_low_freq_energy,mfcc_20_std
slice_001.wav,1,3,15.850462913513184,2250.7164366909637,-6.651397705078125,0.0663844645023346,77.26749420166016,10.28118896484375,5.773740291595459,5.9825758934021,20.200721740722656,5.692124843597412,-36.764007568359375,8.224822044372559,3.841842889785767,-1.987510204315185,-3.411765813827514,6.075334548950195,-0.292619526386261,16.605846405029297,5.121982097625732,4.727834224700928,24.08258819580078,388.9988470176171,-1.9077924489974976,8.890536308288574,9.134387016296388,-4.858605861663818,127.8492660522461,5.798181056976318,0.1181267946958541,-0.6271090507507324,4.893982887268066,-0.2522713243961334,6.452625751495361,5.4688334465026855,-0.2277876734733581,-2.212928295135498,18.09656524658203,4.390777111053467,6.433943271636963,4.405445098876953
slice_002.wav,1,3,-23.74422836303711,2124.97731081493,-5.219444274902344,0.0639851093292236,33.04585647583008,5.852519989013672,4.014006614685059,11.73143482208252,26.434860229492188,3.4202916622161865,-19.83160781860352,4.380767345428467,7.0129923820495605,-3.0707225799560547,-5.270499229431152,4.286304950714111,-2.6602272987365723,7.268301010131836,3.616654872894287,3.415252208709717,14.816295623779297,242.7852232381709,5.869171619415283,4.475663661956787,4.886754035949707,-3.773736476898194,127.7310562133789,3.7766501903533936,0.5410389304161072,3.4961907863616943,3.7795121669769287,2.821579933166504,3.9099180698394775,3.74011492729187,-3.374217748641968,-4.974771022796631,66.55413818359375,3.385526180267334,16.938034057617188,3.4668703079223637
slice_003.wav,1,1,-2.258172035217285,2308.8192862935384,-2.8794960975646973,0.0789888203144073,99.13450622558594,10.027607917785645,6.244829654693604,6.204588890075684,30.07339096069336,5.251193523406982,-38.334739685058594,6.021989345550537,2.809627056121826,-2.093627452850342,-11.199570655822754,4.382350444793701,0.1443286091089248,15.234411239624023,6.17359733581543,4.521320819854736,14.452821731567385,206.273147338186,0.9309192299842834,4.512282371520996,11.859742164611816,-5.219156742095947,115.8949203491211,5.789586544036865,0.2661930024623871,-0.3876696527004242,6.086269855499268,0.5195289850234985,8.393245697021484,3.79464340209961,0.2481623142957687,-4.7418646812438965,22.195098876953125,4.26265811920166,2.138458728790283,4.24332332611084
slice_004.wav,1,3,-19.92425537109375,2078.895178908165,-4.0589752197265625,0.0680749118328094,48.76559829711914,6.656991958618164,3.6147284507751465,11.253186225891112,30.390729904174805,4.073362350463867,-20.87833404541016,4.54138708114624,7.096676826477051,-3.674093723297119,-9.809547424316406,4.06484842300415,-3.203249931335449,9.552616119384766,3.767324447631836,3.070629119873047,9.632735252380373,165.42244503032788,6.348034381866455,5.657624244689941,4.832442760467529,-4.697694778442383,131.8198699951172,4.155066013336182,0.4805406630039215,2.2510251998901367,4.372806549072266,1.648587942123413,5.644077777862549,3.418649673461914,-3.42588210105896,-6.8908796310424805,60.80550384521485,3.6906704902648926,17.487876892089844,3.655109643936157
slice_005.wav,1,3,-13.76133918762207,2335.840373561869,-6.892318248748779,0.0482354722917079,39.356712341308594,5.36820650100708,4.978734970092773,7.689364910125732,21.352863311767575,3.528667688369751,-17.8599796295166,4.735765933990479,8.463863372802734,-4.512884140014648,-4.809088230133057,4.228077411651611,-3.817643165588379,6.858534812927246,3.4772017002105717,3.336566209793091,10.159899711608888,198.77143090512843,7.964034080505371,3.60443639755249,8.259175300598145,-3.5401933193206787,120.47600555419922,3.8648393154144287,0.4074284136295318,3.208662271499634,4.435650825500488,3.5235705375671387,5.0911478996276855,5.285191059112549,-3.5162410736083984,-4.639979839324951,42.37313461303711,3.6501786708831783,13.026656150817873,3.4295241832733154
slice_006.wav,1,3,-5.135475158691406,2337.6412874707503,-5.193648815155029,0.0658560097217559,43.13116455078125,7.122937202453613,4.363448143005371,7.559556007385254,24.12615203857422,4.47283935546875,-25.04437065124512,4.532120227813721,7.778597354888916,-3.1173810958862305,-13.35278034210205,3.624068737030029,-2.75368332862854,7.419863700866699,3.2652573585510254,3.653643131256104,8.37922477722168,213.68982982188092,8.354862213134766,4.65082311630249,6.79076099395752,-2.822086811065674,124.04666137695312,5.803985595703125,0.4045776724815368,3.051964521408081,5.184146404266357,2.097400665283203,4.824156284332275,4.545969009399414,-2.7661173343658447,-4.112435340881348,47.313751220703125,3.270005702972412,20.105632781982425,3.5375826358795166
slice_007.wav,1,3,-12.798442840576172,2244.795234694152,-2.7673585414886475,0.0737175270915031,58.71475982666016,7.426100730895996,6.282010078430176,7.204536437988281,27.404239654541016,4.0620222091674805,-26.945348739624023,6.708730697631836,6.2389116287231445,-1.816015601158142,-12.65117359161377,4.920541763305664,-1.771378755569458,9.399292945861816,4.157400131225586,3.259070634841919,15.420825004577637,282.81149853022674,7.978763580322266,4.640318393707275,7.914680004119873,-3.1817104816436768,124.68760681152344,4.397758960723877,0.3601813316345215,3.1084930896759038,4.558043003082275,2.320573091506958,5.549780368804932,4.2283124923706055,-2.099617481231689,-5.166380882263184,42.2196159362793,3.75851321220398,13.25990390777588,3.294138669967652
slice_008.wav,1,2,-16.325986862182617,2121.18230271601,-6.019776821136475,0.069328136742115,87.3227310180664,9.625041007995604,4.964738845825195,5.901327610015869,28.879169464111328,4.394332885742188,-34.98784637451172,7.255815505981445,4.747196674346924,-3.543734073638916,-9.092246055603027,4.49543571472168,-2.720570802688598,9.93406105041504,4.617770195007324,3.569520711898804,19.06696128845215,380.89065840471886,2.2872965335845947,8.034936904907227,8.552424430847168,-4.00202751159668,129.00547790527344,4.914109230041504,0.2221886068582534,-1.0646889209747314,5.066323280334473,0.0879763290286064,5.83896017074585,4.665669918060303,-1.6431182622909546,-4.021975517272949,28.05203628540039,3.6564149856567374,4.877828598022461,3.5015220642089844
slice_009.wav,1,2,-12.456974983215332,2207.998286237925,-3.055148839950561,0.0637250617146492,42.13518142700195,7.368349552154541,4.135887145996094,7.86546516418457,15.484676361083984,3.8955423831939697,-29.093366622924805,5.474217414855957,5.445032119750977,-2.151087522506714,-10.349250793457031,4.078556537628174,-1.5154608488082886,6.627179145812988,3.341365337371826,3.9485814571380615,12.579845428466797,216.8110822197263,5.074518203735352,4.444798946380615,7.324563026428223,-3.8465170860290527,124.78108215332033,4.125855445861816,0.312529057264328,1.567308783531189,3.504992961883545,1.7023260593414309,5.020556449890137,4.203994274139404,-1.4817817211151123,-6.833914279937744,34.91093444824219,3.64794921875,12.783804893493652,3.288761615753174
slice_010.wav,1,3,-15.912113189697266,2194.849064658563,-1.1687111854553225,0.0813739374279975,37.51396560668945,7.378176212310791,4.503806114196777,7.570215702056885,19.602088928222656,3.848166704177856,-27.053035736083984,3.9026966094970703,7.10973596572876,-0.8988422155380249,-8.14869213104248,4.6483683586120605,-1.576196312904358,8.697200775146484,3.058896064758301,3.6888818740844727,10.866548538208008,206.07685967315356,7.2879533767700195,5.377480030059815,4.773064613342285,-1.5619181394577026,125.1908187866211,5.132889270782471,0.3869537115097046,3.992748975753784,3.919414758682251,1.0112735033035278,4.68831729888916,4.201028823852539,-2.265414237976074,-2.5343685150146484,44.54423904418945,3.606986522674561,20.191486358642575,3.612749338150024
