nfile,label,reliability,low_high_ratio,mfcc_20_mean,mfcc_34_mean,mfcc_14_mean,mfcc_40_mean,energy,mfcc_16_mean,mfcc_38_mean,mfcc_32_mean,mfcc_22_mean,mfcc_28_mean,mfcc_26_mean,mfcc_24_mean,mid_freq_energy,high_freq_2k_8k,mel_high_mean,harm_perc_ratio,mfcc_2_std,chroma_std,mfcc_18_mean,mel_low_std,delta_mfcc_13_mean,db_range,delta_mfcc_8_mean,mfcc_5_mean,high_low_energy_ratio,rms_mean,mfcc_1_mean,mel_very_low_std,mfcc_2_mean,delta_mfcc_12_mean,mfcc_7_mean,crest_factor,autocorr_peak_value,mfcc_23_std,mfcc_4_std,delta2_mfcc_13_mean,low_freq_ratio,mfcc_3_mean,spectral_rolloff_95_mean,delta2_mfcc_1_mean,delta_mfcc_3_std,delta_mfcc_9_mean,delta2_mfcc_2_mean,mfcc_10_mean,db_min,autocorr_mean,spectral_centroid_mean,mfcc_8_mean,percussive_ratio
slice_001.wav,1,3,105.11179268426945,0.6437380313873291,-0.192280888557434,-1.9077924489974976,-2.1445369720458984,6350.9345703125,2.744692087173462,-0.3149408102035522,-0.6271090507507324,-3.724346876144409,-0.8072581887245178,-1.4531261920928955,-0.9258468151092528,1.1508851051330566,0.1534897238016128,-67.9332275390625,3.057509073808321,24.08258819580078,0.2712380588054657,3.841842889785767,8.672353744506836,0.0063010198064148,38.94435501098633,0.0076607065275311,-3.411765813827514,0.0453422460239856,0.056306354701519,-237.6453857421875,10.28118896484375,127.8492660522461,0.008709636516869,9.956007957458496,11.486223516676532,0.7744725864604324,4.332149028778076,16.605846405029297,0.0012960707535967,0.9072734631995896,15.850462913513184,7000.126007583423,-0.008592708967626,0.8249296545982361,0.0078790169209241,0.0003606477985158,1.1847894191741943,-45.4588623046875,-0.0032546356482828,1646.9550482829115,5.013441562652588,0.0866577747598209
slice_002.wav,0,3,52.98965982420408,8.457167625427246,2.698459386825561,5.869171619415283,2.3927853107452397,8181.62744140625,7.214570999145508,3.7964389324188232,3.4961907863616943,2.6953883171081543,5.9046807289123535,5.732903003692627,7.726063728332519,6.739030838012695,0.7078988552093506,-45.12601852416992,1.414431232946839,14.816295623779297,0.2456265836954116,7.0129923820495605,5.543993949890137,0.0092049902305006,14.870652198791504,-4.4851643906440586e-05,-5.270499229431152,0.0883136141866045,0.1563110947608947,-48.70585250854492,5.852519989013672,127.7310562133789,0.010206107981503,8.008265495300293,5.919105943230266,0.4641672826017988,3.238361358642578,7.268301010131836,0.0088703678920865,0.7974919834225037,-23.74422836303711,6972.854919433594,-0.0169276129454374,0.6488311290740967,0.0050070486031472,-0.0019947825931012,1.0490838289260864,-25.241966247558597,-0.0007912783188018,1858.0533495946415,16.302494049072266,0.3293457770426732
slice_003.wav,0,1,31.34209967412883,1.3144296407699585,0.5887742042541504,0.9309192299842834,-1.6642986536026,3164.486328125,3.848768949508667,0.013250770047307,-0.3876696527004242,-3.4950318336486816,-1.5697492361068726,-2.102336406707764,0.2241395115852356,1.787825107574463,0.3486087322235107,-62.95077133178711,2.13293216867487,14.452821731567385,0.2640027403831482,2.809627056121826,10.335082054138184,-0.0117429550737142,37.79980850219727,-0.00884828902781,-11.199570655822754,0.1031685086249435,0.0576906688511371,-204.2000274658203,10.027607917785645,115.8949203491211,-0.0001319192815572,3.9377591609954834,10.22346968610575,0.4997119941006397,4.649761199951172,15.234411239624023,0.0045858211815357,0.8024425194882507,-2.258172035217285,7184.223224651702,-0.0183261781930923,0.6871536374092102,0.0019930575508624,0.0035884417593479,-6.210739135742188,-44.53984069824219,-0.0030536205298747,1990.459998068021,6.696345806121826,0.1698820796785808
slice_004.wav,0,3,59.809846126935206,5.8927412033081055,1.780468463897705,6.348034381866455,0.6437838673591614,6127.38916015625,9.260783195495604,2.520277500152588,2.2510251998901367,1.0279299020767212,3.724809646606445,4.100264072418213,5.738044738769531,5.804611206054688,0.6403380036354065,-47.606842041015625,1.5279241286327587,9.632735252380373,0.2266215980052948,7.096676826477051,5.674637317657471,-0.0051475763320922,17.772998809814453,0.0018179583130404,-9.809547424316406,0.0807195752786112,0.1435507535934448,-67.43074798583984,6.656991958618164,131.8198699951172,-0.0207334794104099,9.66655731201172,6.291626263177398,0.4737711578102005,3.0420169830322266,9.552616119384766,0.0023737412411719,0.8205586338270834,-19.92425537109375,6734.50927734375,-0.0322306081652641,0.588252067565918,0.0094736581668257,-0.0039675487205386,2.828406810760498,-27.60663604736328,-0.0021076907129273,1753.4118489951195,16.81690788269043,0.310622332722267
slice_005.wav,0,3,50.84579367283837,8.621137619018555,3.597101926803589,7.964034080505371,1.2142778635025024,8412.6630859375,8.779343605041504,3.1590137481689453,3.208662271499634,4.196258068084717,5.529362678527832,5.4599199295043945,7.988717555999756,4.218389987945557,0.5238939523696899,-43.10738754272461,1.4814715148962587,10.159899711608888,0.2208280861377716,8.463863372802734,5.661054611206055,-0.0072493916377425,18.009693145751953,0.0006570262485183,-4.809088230133057,0.0942175975052572,0.1019259095191955,-86.67529296875,5.36820650100708,120.47600555419922,-0.0049698501825332,5.725132465362549,8.867438592244412,0.3652325545997361,3.22113299369812,6.858534812927246,0.0020759429316967,0.8174631952625795,-13.76133918762207,7623.095570850667,-0.0088724307715892,0.6123338937759399,0.0017247487558051,-0.0010915506863966,5.04718017578125,-29.741735458374023,-0.0026637455584133,1982.1302565647077,13.013662338256836,0.3248019445480855
slice_006.wav,0,3,68.38041410649558,6.064804553985596,2.7273623943328857,8.354862213134766,0.1476710140705108,10071.2255859375,11.530640602111816,1.6003633737564087,3.051964521408081,4.1605329513549805,5.592606544494629,5.003713607788086,7.22000789642334,4.539309024810791,0.5166463851928711,-50.89738845825195,2.123531575850636,8.37922477722168,0.2262812852859497,7.778597354888916,5.487971305847168,0.0024592757690697,21.232297897338867,0.0013863703934475,-13.35278034210205,0.0801478917417347,0.1281033307313919,-83.3482437133789,7.122937202453613,124.04666137695312,0.0032266722992062,7.944309234619141,6.940239806193789,0.5560825309102783,3.0357398986816406,7.419863700866699,0.003151758108288,0.848389240614943,-5.135475158691406,7488.046457797666,-0.014643995091319,0.5783715844154358,-0.0109663512557744,-0.0047452389262616,5.117215156555176,-30.788469314575195,-0.0016765480990704,1901.4306537987256,13.796915054321287,0.1813338032754579
slice_007.wav,0,3,56.8170489214801,5.952963352203369,2.6806674003601074,7.978763580322266,1.3299351930618286,6250.1162109375,8.695150375366211,2.4533650875091557,3.1084930896759038,2.9722201824188232,5.58540153503418,5.306500434875488,6.171802997589111,4.270561218261719,0.4715624749660492,-52.35869598388672,1.6317182328473383,15.420825004577637,0.22669617831707,6.2389116287231445,7.07229471206665,0.0052885492332279,24.784961700439453,-0.0006236574845388,-12.65117359161377,0.0881363108017093,0.105917289853096,-103.40801239013672,7.426100730895996,124.68760681152344,-0.0074590560980141,11.182280540466309,7.744345262630596,0.4784873174648739,3.23103141784668,9.399292945861816,0.006931394804269,0.8154728511351651,-12.798442840576172,7277.267909863148,-0.0201527755707502,0.7540465593338013,0.0126491039991378,-0.001753952819854,3.235351800918579,-33.69877243041992,0.0030560422721761,1914.0224632556733,16.106412887573242,0.2659027070300778
slice_008.wav,0,2,48.51354151594101,3.4147372245788574,-0.172480821609497,2.2872965335845947,0.0173407681286335,6402.248046875,4.931183815002441,0.8536810278892517,-1.0646889209747314,-0.4047248661518097,0.2492071986198425,1.777156949043274,3.4077818393707275,2.766047716140747,0.302807867527008,-59.73418426513672,1.5845600522270835,19.06696128845215,0.2630364298820495,4.747196674346924,9.575596809387209,0.006652470678091,33.940467834472656,0.0084198759868741,-9.092246055603027,0.0769195551885213,0.0674766600131988,-172.01812744140625,9.625041007995604,129.00547790527344,-0.0062144175171852,5.626133918762207,10.332821317637569,0.3544382822856202,3.3918914794921875,9.93406105041504,-0.0021668423432856,0.7829482731504467,-16.325986862182617,6778.365449277227,-0.015473754145205,0.661770761013031,-0.0066424044780433,-0.0007292472873814,1.279697060585022,-41.80795669555664,-0.0026181619883405,1821.5761075924768,8.422710418701172,0.2815700504081224
slice_009.wav,0,2,66.07152061898205,4.165919303894043,1.228675127029419,5.074518203735352,0.131068155169487,9481.5234375,7.336906909942627,1.8525811433792116,1.567308783531189,-0.646272599697113,3.441358804702759,3.6429226398468018,4.60030460357666,3.2555978298187256,0.4129318594932556,-55.30326843261719,2.118157080080731,12.579845428466797,0.2283694148063659,5.445032119750977,5.367034435272217,0.0011557759717106,29.437997817993164,-0.0078669432550668,-10.349250793457031,0.0769771374358415,0.0967872589826583,-109.24098205566406,7.368349552154541,124.78108215332033,0.0014169361675158,6.965478420257568,8.626611347368488,0.592431668040517,3.361912727355957,6.627179145812988,8.127623004838824e-05,0.8526626583646854,-12.456974983215332,7057.503420447335,-0.0126570649445056,0.5924934148788452,-0.004418596625328,0.0017904049018397,4.557192325592041,-35.978904724121094,-0.0113188477260361,1857.61961039828,14.21633243560791,0.1349881416980443
slice_010.wav,0,3,71.74424544272343,9.39205265045166,3.190885305404663,7.2879533767700195,0.9754360914230348,8375.0517578125,8.313376426696777,3.074382305145264,3.992748975753784,4.007420539855957,5.815942764282227,6.086143970489502,7.128966331481934,4.261283874511719,0.5070298910140991,-52.80030822753906,2.435952574695091,10.866548538208008,0.2410226166248321,7.10973596572876,5.633500099182129,-0.0075841224752366,20.77841186523437,0.0072123971767723,-8.14869213104248,0.077213354830564,0.1307024359703064,-86.1173095703125,7.378176212310791,125.1908187866211,-0.01056994125247,12.492941856384276,6.490385918674867,0.6931305259087117,3.1907107830047607,8.697200775146484,-0.0067311879247426,0.8565798752859642,-15.912113189697266,7125.212083899457,-0.0297220032662153,0.6028224229812622,-0.0148035297170281,-0.0075353360734879,1.5981820821762085,-29.535245895385746,0.008534728783925,1832.678773339679,18.19590187072754,0.1207839902868275
